site,date,transect,species,crevice_depth_cm,crevice_width_cm,position_m,size_cm,agg_counts,agg_id,agg_number,agg_name,presence
Carmel Pt,20021118,1,H_cracherodii,28,22,15,4.5,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,28,22,15,4.5,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,28,22,15,4.5,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,28,22,15,4.5,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,28,22,15,4.5,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,28,22,15,4.5,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,28,22,15,4.5,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,28,22,15,4.5,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,23,10,15,5,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,23,10,15,5,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,10,6,15,5,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,10,6,15,5,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,10,5,18,5,9,54,3,agg_Carmel Pt_20021118_T1_3,Yes
Carmel Pt,20021118,1,H_cracherodii,10,5,18,5,9,54,3,agg_Carmel Pt_20021118_T1_3,Yes
Carmel Pt,20021118,1,H_cracherodii,10,5,18,5,9,54,3,agg_Carmel Pt_20021118_T1_3,Yes
Carmel Pt,20021118,1,H_cracherodii,15,10,19,5,12,55,4,agg_Carmel Pt_20021118_T1_4,Yes
Carmel Pt,20021118,1,H_cracherodii,15,10,19,5,12,55,4,agg_Carmel Pt_20021118_T1_4,Yes
Carmel Pt,20021118,1,H_cracherodii,15,10,19,5,12,55,4,agg_Carmel Pt_20021118_T1_4,Yes
Carmel Pt,20021118,1,H_cracherodii,15,10,19,5,12,55,4,agg_Carmel Pt_20021118_T1_4,Yes
Carmel Pt,20021118,1,H_cracherodii,15,10,19,5,12,55,4,agg_Carmel Pt_20021118_T1_4,Yes
Carmel Pt,20021118,1,H_cracherodii,10,4,21,6,3,56,5,agg_Carmel Pt_20021118_T1_5,No
Carmel Pt,20021118,1,H_cracherodii,10,4,21,6,3,56,5,agg_Carmel Pt_20021118_T1_5,No
Carmel Pt,20021118,1,H_cracherodii,10,4,21,6,3,56,5,agg_Carmel Pt_20021118_T1_5,No
Carmel Pt,20021118,1,H_cracherodii,23,10,15,7,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,23,10,15,7,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,23,10,15,7,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,23,10,15,7,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,23,10,15,7,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,23,10,15,7,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,28,22,15,7,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,28,22,15,7,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,28,22,15,7,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,28,22,15,7,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,28,22,15,7,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,28,22,15,7,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,10,6,15,7,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,18,5,17,7,11,53,2,agg_Carmel Pt_20021118_T1_2,Yes
Carmel Pt,20021118,1,H_cracherodii,18,5,17,7,11,53,2,agg_Carmel Pt_20021118_T1_2,Yes
Carmel Pt,20021118,1,H_cracherodii,18,5,17,7,11,53,2,agg_Carmel Pt_20021118_T1_2,Yes
Carmel Pt,20021118,1,H_cracherodii,18,5,17,7,11,53,2,agg_Carmel Pt_20021118_T1_2,Yes
Carmel Pt,20021118,1,H_cracherodii,18,5,17,7,11,53,2,agg_Carmel Pt_20021118_T1_2,Yes
Carmel Pt,20021118,1,H_cracherodii,18,5,17,7,11,53,2,agg_Carmel Pt_20021118_T1_2,Yes
Carmel Pt,20021118,1,H_cracherodii,18,5,17,7,11,53,2,agg_Carmel Pt_20021118_T1_2,Yes
Carmel Pt,20021118,1,H_cracherodii,18,5,17,7,11,53,2,agg_Carmel Pt_20021118_T1_2,Yes
Carmel Pt,20021118,1,H_cracherodii,18,5,17,7,11,53,2,agg_Carmel Pt_20021118_T1_2,Yes
Carmel Pt,20021118,1,H_cracherodii,10,5,18,7,9,54,3,agg_Carmel Pt_20021118_T1_3,Yes
Carmel Pt,20021118,1,H_cracherodii,10,5,18,7,9,54,3,agg_Carmel Pt_20021118_T1_3,Yes
Carmel Pt,20021118,1,H_cracherodii,10,5,18,8,9,54,3,agg_Carmel Pt_20021118_T1_3,Yes
Carmel Pt,20021118,1,H_cracherodii,10,5,18,8,9,54,3,agg_Carmel Pt_20021118_T1_3,Yes
Carmel Pt,20021118,1,H_cracherodii,10,5,18,8,9,54,3,agg_Carmel Pt_20021118_T1_3,Yes
Carmel Pt,20021118,1,H_cracherodii,10,5,18,8,9,54,3,agg_Carmel Pt_20021118_T1_3,Yes
Carmel Pt,20021118,1,H_cracherodii,15,10,19,8,12,55,4,agg_Carmel Pt_20021118_T1_4,Yes
Carmel Pt,20021118,1,H_cracherodii,15,10,19,8,12,55,4,agg_Carmel Pt_20021118_T1_4,Yes
Carmel Pt,20021118,1,H_cracherodii,15,10,19,8,12,55,4,agg_Carmel Pt_20021118_T1_4,Yes
Carmel Pt,20021118,1,H_cracherodii,15,10,19,8,12,55,4,agg_Carmel Pt_20021118_T1_4,Yes
Carmel Pt,20021118,1,H_cracherodii,15,10,19,8,12,55,4,agg_Carmel Pt_20021118_T1_4,Yes
Carmel Pt,20021118,1,H_cracherodii,15,10,19,8,12,55,4,agg_Carmel Pt_20021118_T1_4,Yes
Carmel Pt,20021118,1,H_cracherodii,18,5,17,9,11,53,2,agg_Carmel Pt_20021118_T1_2,Yes
Carmel Pt,20021118,1,H_cracherodii,18,5,17,9,11,53,2,agg_Carmel Pt_20021118_T1_2,Yes
Carmel Pt,20021118,1,H_cracherodii,23,10,15,10,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,23,10,15,10,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,23,10,15,10,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,23,10,15,10,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,23,10,15,10,32,52,1,agg_Carmel Pt_20021118_T1_1,Yes
Carmel Pt,20021118,1,H_cracherodii,15,10,19,11,12,55,4,agg_Carmel Pt_20021118_T1_4,Yes
Carmel Pt,20021118,2,H_cracherodii,10,5,17,4,6,61,5,agg_Carmel Pt_20021118_T2_5,Yes
Carmel Pt,20021118,2,H_cracherodii,10,5,20,5,5,64,8,agg_Carmel Pt_20021118_T2_8,Yes
Carmel Pt,20021118,2,H_cracherodii,10,5,20,5,5,64,8,agg_Carmel Pt_20021118_T2_8,Yes
Carmel Pt,20021118,2,H_cracherodii,10,5,20,5,5,64,8,agg_Carmel Pt_20021118_T2_8,Yes
Carmel Pt,20021118,2,H_cracherodii,10,5,20,5,5,64,8,agg_Carmel Pt_20021118_T2_8,Yes
Carmel Pt,20021118,2,H_cracherodii,10,5,20,5,5,64,8,agg_Carmel Pt_20021118_T2_8,Yes
Carmel Pt,20021118,2,H_cracherodii,14,7,13,5,6,59,3,agg_Carmel Pt_20021118_T2_3,Yes
Carmel Pt,20021118,2,H_cracherodii,14,7,13,5,6,59,3,agg_Carmel Pt_20021118_T2_3,Yes
Carmel Pt,20021118,2,H_cracherodii,50,16,10,5,10,58,2,agg_Carmel Pt_20021118_T2_2,Yes
Carmel Pt,20021118,2,H_cracherodii,50,16,10,5,10,58,2,agg_Carmel Pt_20021118_T2_2,Yes
Carmel Pt,20021118,2,H_cracherodii,50,16,10,5,10,58,2,agg_Carmel Pt_20021118_T2_2,Yes
Carmel Pt,20021118,2,H_cracherodii,50,16,10,5,10,58,2,agg_Carmel Pt_20021118_T2_2,Yes
Carmel Pt,20021118,2,H_cracherodii,50,16,10,5,10,58,2,agg_Carmel Pt_20021118_T2_2,Yes
Carmel Pt,20021118,2,H_cracherodii,50,16,10,5,10,58,2,agg_Carmel Pt_20021118_T2_2,Yes
Carmel Pt,20021118,2,H_cracherodii,15,7,3,6,5,57,1,agg_Carmel Pt_20021118_T2_1,Yes
Carmel Pt,20021118,2,H_cracherodii,15,7,3,6,5,57,1,agg_Carmel Pt_20021118_T2_1,Yes
Carmel Pt,20021118,2,H_cracherodii,15,7,3,6,5,57,1,agg_Carmel Pt_20021118_T2_1,Yes
Carmel Pt,20021118,2,H_cracherodii,15,7,3,6,5,57,1,agg_Carmel Pt_20021118_T2_1,Yes
Carmel Pt,20021118,2,H_cracherodii,15,7,3,6,5,57,1,agg_Carmel Pt_20021118_T2_1,Yes
Carmel Pt,20021118,2,H_cracherodii,6,4,18,6,2,62,6,agg_Carmel Pt_20021118_T2_6,No
Carmel Pt,20021118,2,H_cracherodii,10,5,17,6,6,61,5,agg_Carmel Pt_20021118_T2_5,Yes
Carmel Pt,20021118,2,H_cracherodii,10,5,17,6,6,61,5,agg_Carmel Pt_20021118_T2_5,Yes
Carmel Pt,20021118,2,H_cracherodii,13,4,16,6,2,60,4,agg_Carmel Pt_20021118_T2_4,No
Carmel Pt,20021118,2,H_cracherodii,13,4,16,6,2,60,4,agg_Carmel Pt_20021118_T2_4,No
Carmel Pt,20021118,2,H_cracherodii,14,7,13,6,6,59,3,agg_Carmel Pt_20021118_T2_3,Yes
Carmel Pt,20021118,2,H_cracherodii,14,7,13,6,6,59,3,agg_Carmel Pt_20021118_T2_3,Yes
Carmel Pt,20021118,2,H_cracherodii,50,16,10,7,10,58,2,agg_Carmel Pt_20021118_T2_2,Yes
Carmel Pt,20021118,2,H_cracherodii,50,16,10,7,10,58,2,agg_Carmel Pt_20021118_T2_2,Yes
Carmel Pt,20021118,2,H_cracherodii,50,16,10,7,10,58,2,agg_Carmel Pt_20021118_T2_2,Yes
Carmel Pt,20021118,2,H_cracherodii,12,15,19,8,2,63,7,agg_Carmel Pt_20021118_T2_7,No
Carmel Pt,20021118,2,H_cracherodii,12,15,19,8,2,63,7,agg_Carmel Pt_20021118_T2_7,No
Carmel Pt,20021118,2,H_cracherodii,10,5,17,8,6,61,5,agg_Carmel Pt_20021118_T2_5,Yes
Carmel Pt,20021118,2,H_cracherodii,14,7,13,8,6,59,3,agg_Carmel Pt_20021118_T2_3,Yes
Carmel Pt,20021118,2,H_cracherodii,12,5,22,9,1,65,9,agg_Carmel Pt_20021118_T2_9,No
Carmel Pt,20021118,2,H_cracherodii,6,4,18,9,2,62,6,agg_Carmel Pt_20021118_T2_6,No
Carmel Pt,20021118,2,H_cracherodii,13,4,17,10,6,61,5,agg_Carmel Pt_20021118_T2_5,Yes
Carmel Pt,20021118,2,H_cracherodii,50,10,13,10,6,59,3,agg_Carmel Pt_20021118_T2_3,Yes
Carmel Pt,20021118,2,H_cracherodii,50,16,10,11,10,58,2,agg_Carmel Pt_20021118_T2_2,Yes
Carmel Pt,20021118,2,H_cracherodii,10,5,17,12,6,61,5,agg_Carmel Pt_20021118_T2_5,Yes
Carmel Pt,20021118,3,H_cracherodii,10,4,29,5,2,75,10,agg_Carmel Pt_20021118_T3_10,No
Carmel Pt,20021118,3,H_cracherodii,10,4,29,5,2,75,10,agg_Carmel Pt_20021118_T3_10,No
Carmel Pt,20021118,3,H_cracherodii,6,3,7,6,2,66,1,agg_Carmel Pt_20021118_T3_1,No
Carmel Pt,20021118,3,H_cracherodii,6,3,7,6,2,66,1,agg_Carmel Pt_20021118_T3_1,No
Carmel Pt,20021118,3,H_cracherodii,10,6,10,7,6,69,4,agg_Carmel Pt_20021118_T3_4,Yes
Carmel Pt,20021118,3,H_cracherodii,10,6,10,7,6,69,4,agg_Carmel Pt_20021118_T3_4,Yes
Carmel Pt,20021118,3,H_cracherodii,10,6,10,7,6,69,4,agg_Carmel Pt_20021118_T3_4,Yes
Carmel Pt,20021118,3,H_cracherodii,10,6,10,7,6,69,4,agg_Carmel Pt_20021118_T3_4,Yes
Carmel Pt,20021118,3,H_cracherodii,15,7,18,7,4,71,6,agg_Carmel Pt_20021118_T3_6,Yes
Carmel Pt,20021118,3,H_cracherodii,15,7,18,7,4,71,6,agg_Carmel Pt_20021118_T3_6,Yes
Carmel Pt,20021118,3,H_cracherodii,15,7,18,7,4,71,6,agg_Carmel Pt_20021118_T3_6,Yes
Carmel Pt,20021118,3,H_cracherodii,15,7,18,7,4,71,6,agg_Carmel Pt_20021118_T3_6,Yes
Carmel Pt,20021118,3,H_cracherodii,10,6,10,8,6,69,4,agg_Carmel Pt_20021118_T3_4,Yes
Carmel Pt,20021118,3,H_cracherodii,10,6,10,8,6,69,4,agg_Carmel Pt_20021118_T3_4,Yes
Carmel Pt,20021118,3,H_cracherodii,15,6,20,8,6,72,7,agg_Carmel Pt_20021118_T3_7,Yes
Carmel Pt,20021118,3,H_cracherodii,15,6,20,8,6,72,7,agg_Carmel Pt_20021118_T3_7,Yes
Carmel Pt,20021118,3,H_cracherodii,15,6,20,8,6,72,7,agg_Carmel Pt_20021118_T3_7,Yes
Carmel Pt,20021118,3,H_cracherodii,15,6,20,8,6,72,7,agg_Carmel Pt_20021118_T3_7,Yes
Carmel Pt,20021118,3,H_cracherodii,15,6,20,8,6,72,7,agg_Carmel Pt_20021118_T3_7,Yes
Carmel Pt,20021118,3,H_cracherodii,15,6,20,8,6,72,7,agg_Carmel Pt_20021118_T3_7,Yes
Carmel Pt,20021118,3,H_cracherodii,48,15,22,8,7,73,8,agg_Carmel Pt_20021118_T3_8,Yes
Carmel Pt,20021118,3,H_cracherodii,48,15,22,8,7,73,8,agg_Carmel Pt_20021118_T3_8,Yes
Carmel Pt,20021118,3,H_cracherodii,48,15,22,8,7,73,8,agg_Carmel Pt_20021118_T3_8,Yes
Carmel Pt,20021118,3,H_cracherodii,48,15,22,10,7,73,8,agg_Carmel Pt_20021118_T3_8,Yes
Carmel Pt,20021118,3,H_cracherodii,48,15,22,10,7,73,8,agg_Carmel Pt_20021118_T3_8,Yes
Carmel Pt,20021118,3,H_cracherodii,48,15,22,10,7,73,8,agg_Carmel Pt_20021118_T3_8,Yes
Carmel Pt,20021118,3,H_cracherodii,48,15,22,10,7,73,8,agg_Carmel Pt_20021118_T3_8,Yes
Carmel Pt,20021118,3,H_cracherodii,12,8,24,10,1,74,9,agg_Carmel Pt_20021118_T3_9,No
Carmel Pt,20021118,3,H_cracherodii,NA,NA,14,7,1,70,5,agg_Carmel Pt_20021118_T3_5,No
Carmel Pt,20021118,3,H_cracherodii,NA,NA,8,8,1,67,2,agg_Carmel Pt_20021118_T3_2,No
Carmel Pt,20021118,3,H_cracherodii,NA,NA,9,8,1,68,3,agg_Carmel Pt_20021118_T3_3,No
Carmel Pt,20021118,4,H_cracherodii,24,15,2,4,11,77,2,agg_Carmel Pt_20021118_T4_2,Yes
Carmel Pt,20021118,4,H_cracherodii,24,15,2,4,11,77,2,agg_Carmel Pt_20021118_T4_2,Yes
Carmel Pt,20021118,4,H_cracherodii,26,9,6,4,4,79,4,agg_Carmel Pt_20021118_T4_4,Yes
Carmel Pt,20021118,4,H_cracherodii,26,9,6,4,4,79,4,agg_Carmel Pt_20021118_T4_4,Yes
Carmel Pt,20021118,4,H_cracherodii,15,8,30,4,9,85,10,agg_Carmel Pt_20021118_T4_10,Yes
Carmel Pt,20021118,4,H_cracherodii,15,8,30,4,9,85,10,agg_Carmel Pt_20021118_T4_10,Yes
Carmel Pt,20021118,4,H_cracherodii,15,8,30,4,9,85,10,agg_Carmel Pt_20021118_T4_10,Yes
Carmel Pt,20021118,4,H_cracherodii,15,8,30,4,9,85,10,agg_Carmel Pt_20021118_T4_10,Yes
Carmel Pt,20021118,4,H_cracherodii,20,8,1,5,3,76,1,agg_Carmel Pt_20021118_T4_1,No
Carmel Pt,20021118,4,H_cracherodii,15,10,29,5,7,84,9,agg_Carmel Pt_20021118_T4_9,Yes
Carmel Pt,20021118,4,H_cracherodii,15,10,29,5,7,84,9,agg_Carmel Pt_20021118_T4_9,Yes
Carmel Pt,20021118,4,H_cracherodii,24,15,2,6,11,77,2,agg_Carmel Pt_20021118_T4_2,Yes
Carmel Pt,20021118,4,H_cracherodii,24,15,2,6,11,77,2,agg_Carmel Pt_20021118_T4_2,Yes
Carmel Pt,20021118,4,H_cracherodii,24,15,2,6,11,77,2,agg_Carmel Pt_20021118_T4_2,Yes
Carmel Pt,20021118,4,H_cracherodii,24,15,2,6,11,77,2,agg_Carmel Pt_20021118_T4_2,Yes
Carmel Pt,20021118,4,H_cracherodii,24,15,2,6,11,77,2,agg_Carmel Pt_20021118_T4_2,Yes
Carmel Pt,20021118,4,H_cracherodii,24,15,2,6,11,77,2,agg_Carmel Pt_20021118_T4_2,Yes
Carmel Pt,20021118,4,H_cracherodii,6,4,3,6,1,78,3,agg_Carmel Pt_20021118_T4_3,No
Carmel Pt,20021118,4,H_cracherodii,26,9,6,6,4,79,4,agg_Carmel Pt_20021118_T4_4,Yes
Carmel Pt,20021118,4,H_cracherodii,26,9,6,6,4,79,4,agg_Carmel Pt_20021118_T4_4,Yes
Carmel Pt,20021118,4,H_cracherodii,10,3,11,6,4,80,5,agg_Carmel Pt_20021118_T4_5,Yes
Carmel Pt,20021118,4,H_cracherodii,10,3,11,6,4,80,5,agg_Carmel Pt_20021118_T4_5,Yes
Carmel Pt,20021118,4,H_cracherodii,10,3,11,6,4,80,5,agg_Carmel Pt_20021118_T4_5,Yes
Carmel Pt,20021118,4,H_cracherodii,15,8,30,6,9,85,10,agg_Carmel Pt_20021118_T4_10,Yes
Carmel Pt,20021118,4,H_cracherodii,15,8,30,6,9,85,10,agg_Carmel Pt_20021118_T4_10,Yes
Carmel Pt,20021118,4,H_cracherodii,15,8,30,6,9,85,10,agg_Carmel Pt_20021118_T4_10,Yes
Carmel Pt,20021118,4,H_cracherodii,10,3,11,8,4,80,5,agg_Carmel Pt_20021118_T4_5,Yes
Carmel Pt,20021118,4,H_cracherodii,20,10,21,8,2,81,6,agg_Carmel Pt_20021118_T4_6,No
Carmel Pt,20021118,4,H_cracherodii,20,10,21,8,2,81,6,agg_Carmel Pt_20021118_T4_6,No
Carmel Pt,20021118,4,H_cracherodii,80,30,25,8,5,82,7,agg_Carmel Pt_20021118_T4_7,Yes
Carmel Pt,20021118,4,H_cracherodii,80,30,25,8,5,82,7,agg_Carmel Pt_20021118_T4_7,Yes
Carmel Pt,20021118,4,H_cracherodii,80,30,25,8,5,82,7,agg_Carmel Pt_20021118_T4_7,Yes
Carmel Pt,20021118,4,H_cracherodii,80,30,25,8,5,82,7,agg_Carmel Pt_20021118_T4_7,Yes
Carmel Pt,20021118,4,H_cracherodii,80,30,25,8,5,82,7,agg_Carmel Pt_20021118_T4_7,Yes
Carmel Pt,20021118,4,H_cracherodii,60,20,26,8,1,83,8,agg_Carmel Pt_20021118_T4_8,No
Carmel Pt,20021118,4,H_cracherodii,15,8,30,8,9,85,10,agg_Carmel Pt_20021118_T4_10,Yes
Carmel Pt,20021118,4,H_cracherodii,15,8,30,8,9,85,10,agg_Carmel Pt_20021118_T4_10,Yes
Carmel Pt,20021118,4,H_cracherodii,15,10,29,8,7,84,9,agg_Carmel Pt_20021118_T4_9,Yes
Carmel Pt,20021118,4,H_cracherodii,15,10,29,8,7,84,9,agg_Carmel Pt_20021118_T4_9,Yes
Carmel Pt,20021118,4,H_cracherodii,15,10,29,8,7,84,9,agg_Carmel Pt_20021118_T4_9,Yes
Carmel Pt,20021118,4,H_cracherodii,15,10,29,8,7,84,9,agg_Carmel Pt_20021118_T4_9,Yes
Carmel Pt,20021118,4,H_cracherodii,15,10,29,8,7,84,9,agg_Carmel Pt_20021118_T4_9,Yes
Carmel Pt,20021118,4,H_cracherodii,20,8,1,9,3,76,1,agg_Carmel Pt_20021118_T4_1,No
Carmel Pt,20021118,4,H_cracherodii,20,8,1,9,3,76,1,agg_Carmel Pt_20021118_T4_1,No
Carmel Pt,20021118,4,H_cracherodii,24,15,2,10,11,77,2,agg_Carmel Pt_20021118_T4_2,Yes
Carmel Pt,20021118,4,H_cracherodii,24,15,2,10,11,77,2,agg_Carmel Pt_20021118_T4_2,Yes
Carmel Pt,20021118,4,H_cracherodii,24,15,2,12,11,77,2,agg_Carmel Pt_20021118_T4_2,Yes
Carmel Pt,20021118,5,H_cracherodii,15,8,23,4,3,93,8,agg_Carmel Pt_20021118_T5_8,No
Carmel Pt,20021118,5,H_cracherodii,20,10,18,5,4,92,7,agg_Carmel Pt_20021118_T5_7,Yes
Carmel Pt,20021118,5,H_cracherodii,20,10,18,5,4,92,7,agg_Carmel Pt_20021118_T5_7,Yes
Carmel Pt,20021118,5,H_cracherodii,20,10,18,5,4,92,7,agg_Carmel Pt_20021118_T5_7,Yes
Carmel Pt,20021118,5,H_cracherodii,10,5,30,5,1,96,11,agg_Carmel Pt_20021118_T5_11,No
Carmel Pt,20021118,5,H_cracherodii,10,5,2,6,1,86,1,agg_Carmel Pt_20021118_T5_1,No
Carmel Pt,20021118,5,H_cracherodii,10,5,4,6,10,87,2,agg_Carmel Pt_20021118_T5_2,Yes
Carmel Pt,20021118,5,H_cracherodii,10,5,4,6,10,87,2,agg_Carmel Pt_20021118_T5_2,Yes
Carmel Pt,20021118,5,H_cracherodii,10,5,4,6,10,87,2,agg_Carmel Pt_20021118_T5_2,Yes
Carmel Pt,20021118,5,H_cracherodii,10,5,4,6,10,87,2,agg_Carmel Pt_20021118_T5_2,Yes
Carmel Pt,20021118,5,H_cracherodii,10,5,4,6,10,87,2,agg_Carmel Pt_20021118_T5_2,Yes
Carmel Pt,20021118,5,H_cracherodii,10,5,4,6,10,87,2,agg_Carmel Pt_20021118_T5_2,Yes
Carmel Pt,20021118,5,H_cracherodii,10,5,4,6,10,87,2,agg_Carmel Pt_20021118_T5_2,Yes
Carmel Pt,20021118,5,H_cracherodii,10,5,4,6,10,87,2,agg_Carmel Pt_20021118_T5_2,Yes
Carmel Pt,20021118,5,H_cracherodii,10,5,4,6,10,87,2,agg_Carmel Pt_20021118_T5_2,Yes
Carmel Pt,20021118,5,H_cracherodii,10,6,8,6,2,88,3,agg_Carmel Pt_20021118_T5_3,No
Carmel Pt,20021118,5,H_cracherodii,10,6,8,6,2,88,3,agg_Carmel Pt_20021118_T5_3,No
Carmel Pt,20021118,5,H_cracherodii,30,10,13,6,3,89,4,agg_Carmel Pt_20021118_T5_4,No
Carmel Pt,20021118,5,H_cracherodii,30,10,13,6,3,89,4,agg_Carmel Pt_20021118_T5_4,No
Carmel Pt,20021118,5,H_cracherodii,30,10,13,6,3,89,4,agg_Carmel Pt_20021118_T5_4,No
Carmel Pt,20021118,5,H_cracherodii,30,10,15,6,4,90,5,agg_Carmel Pt_20021118_T5_5,Yes
Carmel Pt,20021118,5,H_cracherodii,30,10,15,6,4,90,5,agg_Carmel Pt_20021118_T5_5,Yes
Carmel Pt,20021118,5,H_cracherodii,30,10,15,6,4,90,5,agg_Carmel Pt_20021118_T5_5,Yes
Carmel Pt,20021118,5,H_cracherodii,30,10,15,6,4,90,5,agg_Carmel Pt_20021118_T5_5,Yes
Carmel Pt,20021118,5,H_cracherodii,10,10,17,6,1,91,6,agg_Carmel Pt_20021118_T5_6,No
Carmel Pt,20021118,5,H_cracherodii,15,8,23,6,3,93,8,agg_Carmel Pt_20021118_T5_8,No
Carmel Pt,20021118,5,H_cracherodii,15,8,23,6,3,93,8,agg_Carmel Pt_20021118_T5_8,No
Carmel Pt,20021118,5,H_cracherodii,30,20,27,6,1,94,9,agg_Carmel Pt_20021118_T5_9,No
Carmel Pt,20021118,5,H_cracherodii,10,5,28,6,5,95,10,agg_Carmel Pt_20021118_T5_10,Yes
Carmel Pt,20021118,5,H_cracherodii,10,5,28,6,5,95,10,agg_Carmel Pt_20021118_T5_10,Yes
Carmel Pt,20021118,5,H_cracherodii,10,5,28,6,5,95,10,agg_Carmel Pt_20021118_T5_10,Yes
Carmel Pt,20021118,5,H_cracherodii,10,5,28,6,5,95,10,agg_Carmel Pt_20021118_T5_10,Yes
Carmel Pt,20021118,5,H_cracherodii,10,5,28,6,5,95,10,agg_Carmel Pt_20021118_T5_10,Yes
Carmel Pt,20021118,5,H_cracherodii,10,4,4,8,10,87,2,agg_Carmel Pt_20021118_T5_2,Yes
Carmel Pt,20021118,5,H_cracherodii,20,10,18,8,4,92,7,agg_Carmel Pt_20021118_T5_7,Yes
Carmel Pt,20021118,6,H_cracherodii,20,7,28,4,8,99,3,agg_Carmel Pt_20021118_T6_3,Yes
Carmel Pt,20021118,6,H_cracherodii,10,6,28,5,8,99,3,agg_Carmel Pt_20021118_T6_3,Yes
Carmel Pt,20021118,6,H_cracherodii,18,4,14,6,6,97,1,agg_Carmel Pt_20021118_T6_1,Yes
Carmel Pt,20021118,6,H_cracherodii,80,5,27,6,7,98,2,agg_Carmel Pt_20021118_T6_2,Yes
Carmel Pt,20021118,6,H_cracherodii,80,5,27,6,7,98,2,agg_Carmel Pt_20021118_T6_2,Yes
Carmel Pt,20021118,6,H_cracherodii,5,4,28,6,8,99,3,agg_Carmel Pt_20021118_T6_3,Yes
Carmel Pt,20021118,6,H_cracherodii,5,4,28,6,8,99,3,agg_Carmel Pt_20021118_T6_3,Yes
Carmel Pt,20021118,6,H_cracherodii,10,6,28,6,8,99,3,agg_Carmel Pt_20021118_T6_3,Yes
Carmel Pt,20021118,6,H_cracherodii,20,7,28,6,8,99,3,agg_Carmel Pt_20021118_T6_3,Yes
Carmel Pt,20021118,6,H_cracherodii,18,4,14,7,6,97,1,agg_Carmel Pt_20021118_T6_1,Yes
Carmel Pt,20021118,6,H_cracherodii,18,4,14,7,6,97,1,agg_Carmel Pt_20021118_T6_1,Yes
Carmel Pt,20021118,6,H_cracherodii,18,4,14,7,6,97,1,agg_Carmel Pt_20021118_T6_1,Yes
Carmel Pt,20021118,6,H_cracherodii,80,5,27,7,7,98,2,agg_Carmel Pt_20021118_T6_2,Yes
Carmel Pt,20021118,6,H_cracherodii,10,6,28,7,8,99,3,agg_Carmel Pt_20021118_T6_3,Yes
Carmel Pt,20021118,6,H_cracherodii,15,7,14,8,6,97,1,agg_Carmel Pt_20021118_T6_1,Yes
Carmel Pt,20021118,6,H_cracherodii,15,7,14,8,6,97,1,agg_Carmel Pt_20021118_T6_1,Yes
